33997,31333.60426
32518,"	"
27776,"	"
28403,"	"
29946,"	"
31279,"	"
29112,"	"
34271,"	"
28592,"	"
35557,"	"
33254,"	"
33889,"	"
30385,"	"
33767,"	"
31242,"	"
33255,"	"
33512,"	"
33551,"	"
34001,"	"
28884,"	"
41067,"	"
33032,"	"
29140,"	"
29276,"	"
29260,"	"
28413,"	"
27844,"	"
27879,"	"
32398,"	"
33116,"	"
32548,"	"
32466,"	"
34685,"	"
40571,"	"
28613,"	"
28036,"	"
34728,"	"
30332,"	"
34992,"	"
27630,"	"
27726,"	"
33092,"	"
40205,"	"
34625,"	"
32202,"	"
27581,"	"
28869,"	"
28914,"	"
38707,"	"
32030,"	"
40137,"	"
34883,"	"
31228,"	"
30428,"	"
36765,"	"
36535,"	"
34115,"	"
33854,"	"
37947,"	"
31066,"	"
34478,"	"
29254,"	"
27851,"	"
27766,"	"
27608,"	"
33445,"	"
29945,"	"
33030,"	"
35399,"	"
35795,"	"
28251,"	"
27710,"	"
34029,"	"
31793,"	"
35153,"	"
28476,"	"
27831,"	"
35609,"	"
34973,"	"
41749,"	"
32686,"	"
27698,"	"
28598,"	"
27990,"	"
28154,"	"
27920,"	"
29536,"	"
32678,"	"
27866,"	"
27833,"	"
31139,"	"
27655,"	"
32941,"	"
27458,"	"
31727,"	"
27555,"	"
27807,"	"
35088,"	"
27704,"	"
27682,"	"
35665,"	"
34444,"	"
27739,"	"
27774,"	"
33418,"	"
32526,"	"
27605,"	"
28805,"	"
33177,"	"
29404,"	"
32904,"	"
28926,"	"
27617,"	"
28417,"	"
28053,"	"
27691,"	"
33275,"	"
27871,"	"
33760,"	"
31320,"	"
31619,"	"
36107,"	"
28183,"	"
28423,"	"
27796,"	"
29261,"	"
27634,"	"
29098,"	"
32753,"	"
35002,"	"
29091,"	"
28594,"	"
29376,"	"
33236,"	"
27579,"	"
27742,"	"
40514,"	"
34185,"	"
27998,"	"
28878,"	"
29375,"	"
27540,"	"
27818,"	"
29328,"	"
33340,"	"
35192,"	"
27645,"	"
34358,"	"
28326,"	"
33521,"	"
27649,"	"
27705,"	"
27735,"	"
28831,"	"
30136,"	"
33366,"	"
33643,"	"
38468,"	"
28646,"	"
27807,"	"
31800,"	"
33214,"	"
29102,"	"
36538,"	"
31626,"	"
29465,"	"
33082,"	"
29149,"	"
35069,"	"
36472,"	"
34853,"	"
28409,"	"
27924,"	"
34910,"	"
27887,"	"
28502,"	"
40925,"	"
28245,"	"
31623,"	"
27902,"	"
36905,"	"
28315,"	"
32989,"	"
27906,"	"
30311,"	"
35116,"	"
27539,"	"
27544,"	"
33074,"	"
29374,"	"
27994,"	"
34741,"	"
28689,"	"
31921,"	"
28475,"	"
27768,"	"
27547,"	"
28677,"	"
27879,"	"
30007,"	"
30158,"	"
27971,"	"
27881,"	"
40885,"	"
35413,"	"
29221,"	"
27451,"	"
28181,"	"
41971,"	"
27969,"	"
39508,"	"
39631,"	"
28650,"	"
27754,"	"
27842,"	"
38622,"	"
31145,"	"
40412,"	"
30752,"	"
27900,"	"
29332,"	"
36472,"	"
27383,"	"
30662,"	"
33079,"	"
33422,"	"
33183,"	"
27585,"	"
27693,"	"
29493,"	"
32332,"	"
35429,"	"
34611,"	"
33671,"	"
28789,"	"
27507,"	"
33878,"	"
27635,"	"
27422,"	"
33023,"	"
41428,"	"
28624,"	"
32133,"	"
27626,"	"
28636,"	"
27570,"	"
32649,"	"
34246,"	"
27440,"	"
27644,"	"
40867,"	"
37641,"	"
34219,"	"
34817,"	"
28511,"	"
28132,"	"
40173,"	"
34863,"	"
36139,"	"
33486,"	"
28486,"	"
27792,"	"
33224,"	"
33441,"	"
28569,"	"
29826,"	"
33489,"	"
27860,"	"
27733,"	"
34642,"	"
28936,"	"
27623,"	"
27667,"	"
33174,"	"
27541,"	"
27899,"	"
31144,"	"
28583,"	"
32910,"	"
27574,"	"
33568,"	"
31419,"	"
33329,"	"
28662,"	"
34591,"	"
35531,"	"
32326,"	"
27609,"	"
28360,"	"
35381,"	"
28956,"	"
29003,"	"
34651,"	"
33667,"	"
41036,"	"
27849,"	"
30984,"	"
30687,"	"
30866,"	"
29935,"	"
29219,"	"
38085,"	"
28891,"	"
35008,"	"
28723,"	"
28047,"	"
28430,"	"
28640,"	"
39756,"	"
27696,"	"
27810,"	"
28173,"	"
27919,"	"
34625,"	"
28492,"	"
30327,"	"
37026,"	"
33060,"	"
27693,"	"
35293,"	"
27755,"	"
31192,"	"
29096,"	"
29615,"	"
36279,"	"
28527,"	"
28533,"	"
40490,"	"
34658,"	"
29175,"	"
40428,"	"
29715,"	"
28074,"	"
31057,"	"
27688,"	"
28914,"	"
28623,"	"
27461,"	"
27860,"	"
33656,"	"
28638,"	"
32836,"	"
27610,"	"
27571,"	"
41566,"	"
27779,"	"
30531,"	"
32710,"	"
36073,"	"
36186,"	"
33291,"	"
43579,"	"
28585,"	"
40408,"	"
32416,"	"
40486,"	"
29371,"	"
27569,"	"
27507,"	"
34174,"	"
29140,"	"
27893,"	"
29468,"	"
28517,"	"
35642,"	"
32461,"	"
27834,"	"
27611,"	"
33171,"	"
28571,"	"
33790,"	"
27647,"	"
27531,"	"
41185,"	"
34359,"	"
36213,"	"
33602,"	"
28448,"	"
27709,"	"
35208,"	"
28920,"	"
32406,"	"
27604,"	"
28149,"	"
32981,"	"
28781,"	"
34006,"	"
28240,"	"
28613,"	"
27572,"	"
34846,"	"
41491,"	"
28454,"	"
35061,"	"
29082,"	"
33151,"	"
28174,"	"
27789,"	"
29244,"	"
33181,"	"
27672,"	"
33414,"	"
27477,"	"
33287,"	"
27778,"	"
30468,"	"
27788,"	"
32864,"	"
34972,"	"
29088,"	"
27451,"	"
32978,"	"
33481,"	"
34556,"	"
27581,"	"
30322,"	"
36835,"	"
27846,"	"
27802,"	"
36117,"	"
33577,"	"
27931,"	"
27536,"	"
32446,"	"
33675,"	"
40605,"	"
29252,"	"
32595,"	"
43805,"	"
33842,"	"
28181,"	"
37453,"	"
35177,"	"
27867,"	"
34401,"	"
40205,"	"
32682,"	"
27767,"	"
27942,"	"
27537,"	"
27941,"	"
33762,"	"
32477,"	"
30049,"	"
33749,"	"
30307,"	"
33193,"	"
28560,"	"
40930,"	"
33787,"	"
36084,"	"
34908,"	"
28045,"	"
38129,"	"
28481,"	"
27834,"	"
27706,"	"
32934,"	"
27817,"	"
40788,"	"
36190,"	"
35894,"	"
33754,"	"
35316,"	"
32849,"	"
27634,"	"
29101,"	"
27669,"	"
28678,"	"
40208,"	"
33237,"	"
36918,"	"
28647,"	"
28115,"	"
32723,"	"
27896,"	"
33775,"	"
40042,"	"
27713,"	"
27662,"	"
27560,"	"
27573,"	"
27737,"	"
28065,"	"
33576,"	"
32297,"	"
27593,"	"
33072,"	"
28054,"	"
27772,"	"
34894,"	"
34707,"	"
27612,"	"
29514,"	"
28121,"	"
27647,"	"
27568,"	"
38453,"	"
28710,"	"
28243,"	"
32999,"	"
27869,"	"
37168,"	"
34817,"	"
30965,"	"
30814,"	"
27886,"	"
33154,"	"
28375,"	"
27693,"	"
27533,"	"
40421,"	"
28239,"	"
38825,"	"
34542,"	"
28160,"	"
28770,"	"
28328,"	"
29238,"	"
33083,"	"
27733,"	"
28298,"	"
27551,"	"
35983,"	"
28670,"	"
41942,"	"
32352,"	"
33001,"	"
27560,"	"
35125,"	"
33001,"	"
27501,"	"
30152,"	"
42036,"	"
27511,"	"
29282,"	"
27596,"	"
27628,"	"
33969,"	"
42179,"	"
40591,"	"
40164,"	"
34778,"	"
27707,"	"
28476,"	"
28640,"	"
34733,"	"
34969,"	"
38347,"	"
34789,"	"
28716,"	"
34570,"	"
33731,"	"
36292,"	"
28897,"	"
27753,"	"
29054,"	"
33125,"	"
27628,"	"
27722,"	"
28053,"	"
43958,"	"
29304,"	"
27673,"	"
34069,"	"
28917,"	"
28009,"	"
27593,"	"
27616,"	"
27538,"	"
40736,"	"
40103,"	"
31784,"	"
27447,"	"
33931,"	"
28392,"	"
28799,"	"
28011,"	"
27808,"	"
33197,"	"
29753,"	"
34557,"	"
28472,"	"
33010,"	"
27503,"	"
32305,"	"
33268,"	"
27922,"	"
38304,"	"
28435,"	"
33573,"	"
42979,"	"
32136,"	"
33543,"	"
35955,"	"
33132,"	"
38492,"	"
27702,"	"
27659,"	"
27553,"	"
34358,"	"
39930,"	"
35982,"	"
32652,"	"
34938,"	"
33646,"	"
33592,"	"
33803,"	"
42997,"	"
28127,"	"
28578,"	"
35390,"	"
28653,"	"
33527,"	"
29085,"	"
27528,"	"
29097,"	"
27723,"	"
28862,"	"
29550,"	"
33181,"	"
27918,"	"
27826,"	"
28907,"	"
28846,"	"
30651,"	"
30542,"	"
28938,"	"
32715,"	"
33341,"	"
34843,"	"
28034,"	"
33739,"	"
28008,"	"
38348,"	"
27583,"	"
27859,"	"
33102,"	"
28158,"	"
33609,"	"
27886,"	"
36039,"	"
33420,"	"
29157,"	"
27654,"	"
29446,"	"
27524,"	"
38998,"	"
28691,"	"
34464,"	"
28740,"	"
27718,"	"
34821,"	"
34946,"	"
27491,"	"
39798,"	"
29064,"	"
27578,"	"
33726,"	"
28401,"	"
28401,"	"
27549,"	"
28781,"	"
32022,"	"
34797,"	"
27599,"	"
34564,"	"
29136,"	"
32965,"	"
33231,"	"
27801,"	"
27924,"	"
27648,"	"
34014,"	"
28803,"	"
28557,"	"
28523,"	"
34613,"	"
28488,"	"
27816,"	"
34259,"	"
27662,"	"
37265,"	"
27973,"	"
31994,"	"
33464,"	"
27514,"	"
27539,"	"
27515,"	"
32885,"	"
27495,"	"
33107,"	"
